"case_id","jsonl_line","suite_id","prompt","execution_status","request_ms","completed_main_model_turns","raw_model_timeouts","tool_calls","tool_successes","tool_error_codes","current_source_count","citation_count","raw_tool_elapsed_ms","reported_tool_elapsed_ms","automatic_observation_flags","review_scope","finding_ids","review_note"
"cauhoi_kiemtra_v2-035","228","cauhoi_kiemtra_v2","Hostname dùng để làm gì?","PASS","21787","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-036","229","cauhoi_kiemtra_v2","Tên máy hiện tại là gì?","PASS","30558","3","0","2","1","exposed_for_retry","1","0","298","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-037","230","cauhoi_kiemtra_v2","Server chạy liên tục bao lâu rồi?","PASS","56320","3","0","2","1","exposed_for_retry","1","0","345","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-038","231","cauhoi_kiemtra_v2","Máy đã bật bao lâu chưa reboot?","PASS","11863","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-039","232","cauhoi_kiemtra_v2","How long since the last reboot?","PASS","12098","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-040","233","cauhoi_kiemtra_v2","Thời gian hoạt động liên tục của máy?","PASS","11162","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-041","234","cauhoi_kiemtra_v2","Kernel đang chạy phiên bản mấy?","PASS","36016","3","0","2","1","exposed_for_retry","1","0","1384","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-042","235","cauhoi_kiemtra_v2","Linux kernel version là bao nhiêu?","PASS","13651","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-043","236","cauhoi_kiemtra_v2","Cho tôi biết version kernel","PASS","9660","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-044","237","cauhoi_kiemtra_v2","Cổng nào đang mở để lắng nghe kết nối?","PASS","10422","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-045","238","cauhoi_kiemtra_v2","Danh sách port đang listen","PASS","11037","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-046","239","cauhoi_kiemtra_v2","Which ports are currently open?","PASS","11457","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-047","240","cauhoi_kiemtra_v2","Lấy số liệu CPU từ Grafana giúp tôi","PASS","15071","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-048","241","cauhoi_kiemtra_v2","Xem báo cáo Zabbix về trạng thái host","PASS","37751","3","0","2","1","exposed_for_retry","1","0","75","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-049","242","cauhoi_kiemtra_v2","Chỉ kiểm tra qua SSH thôi, đừng dùng Grafana","PASS","45074","3","0","2","1","exposed_for_retry","1","0","1045","0","sourced_without_inline_citation","confirmed_issue","F09","Lỗi phép đổi đơn vị/tỷ lệ/nhãn số liệu; xem chi tiết REPORT.md."
"cauhoi_kiemtra_v2-050","243","cauhoi_kiemtra_v2","Pull memory data from Grafana only","PASS","17017","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-051","244","cauhoi_kiemtra_v2","Only use Zabbix, ignore other tools","PASS","76082","4","0","2","0","exposed_for_retry,invalid_input","0","0","10","0","non_discovery_tool_error","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-052","245","cauhoi_kiemtra_v2","Có container nào đang chạy không?","PASS","13415","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-053","246","cauhoi_kiemtra_v2","Danh sách Docker container hiện tại","PASS","10242","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-054","247","cauhoi_kiemtra_v2","Show me running containers","PASS","8686","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-055","248","cauhoi_kiemtra_v2","Container nào đang tốn tài nguyên nhất?","PASS","14691","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-056","249","cauhoi_kiemtra_v2","Firewall đang chặn cổng nào?","PASS","11809","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-057","250","cauhoi_kiemtra_v2","Iptables rule hiện tại là gì?","PASS","10063","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-058","251","cauhoi_kiemtra_v2","SSH có cho phép root login không?","PASS","59855","3","0","2","1","exposed_for_retry","1","0","402","0","sourced_without_inline_citation","confirmed_issue","F05","Suy sai trạng thái cài đặt hoặc đọc dòng cấu hình comment thành có hiệu lực."
"cauhoi_kiemtra_v2-059","252","cauhoi_kiemtra_v2","SELinux đang ở chế độ gì?","PASS","12116","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-060","253","cauhoi_kiemtra_v2","AppArmor có đang bảo vệ service nào không?","PASS","12286","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-061","254","cauhoi_kiemtra_v2","Kiểm tra CPU trên server-khong-co-that","PASS","10581","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-062","255","cauhoi_kiemtra_v2","Check memory on ghost-host-001","PASS","9742","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-063","256","cauhoi_kiemtra_v2","server1","PASS","10449","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-064","257","cauhoi_kiemtra_v2","server1","PASS","9633","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-065","258","cauhoi_kiemtra_v2","sv01","PASS","8940","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_kiemtra_v2-066","259","cauhoi_kiemtra_v2","sv01","PASS","8539","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-001","260","cauhoi_phanb","Kiểm tra network interfaces","PASS","36536","3","0","2","1","exposed_for_retry","1","0","386","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-002","261","cauhoi_phanb","Những cổng nào đang listen?","PASS","52774","3","0","8","4","exposed_for_retry,exposed_for_retry,exposed_for_retry,exposed_for_retry","1","0","1478","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-003","262","cauhoi_phanb","Có cổng nào đang mở không?","PASS","30939","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-004","263","cauhoi_phanb","Băng thông đang sử dụng bao nhiêu?","PASS","16215","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-005","264","cauhoi_phanb","Chẩn đoán vì sao mạng chậm","PASS","29608","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-006","265","cauhoi_phanb","Kiểm tra độ trễ đến localhost","PASS","22304","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-007","266","cauhoi_phanb","Ping thử localhost xem có phản hồi không","PASS","17584","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-008","267","cauhoi_phanb","Interface nào đang có packet drop không?","PASS","14932","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-009","268","cauhoi_phanb","Show network traffic statistics","PASS","21530","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-010","269","cauhoi_phanb","What's the current bandwidth usage?","PASS","16276","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-011","270","cauhoi_phanb","Kiểm tra trạng thái firewall","PASS","34484","3","0","2","1","exposed_for_retry","1","0","373","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-012","271","cauhoi_phanb","Iptables đang có rule nào?","PASS","93378","5","0","3","0","exposed_for_retry,upstream_error,exposed_for_retry","0","0","371","0","latency_over_90s;non_discovery_tool_error","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-013","272","cauhoi_phanb","Firewall default policy là gì?","PASS","11859","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-014","273","cauhoi_phanb","Trạng thái SSH service?","PASS","29256","3","0","2","1","exposed_for_retry","1","0","324","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-015","274","cauhoi_phanb","SSH có cho phép root login không?","PASS","34972","3","0","2","1","exposed_for_retry","1","0","375","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-016","275","cauhoi_phanb","SSH có bật password authentication không?","PASS","34472","3","0","2","1","exposed_for_retry","1","0","571","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-017","276","cauhoi_phanb","SELinux đang bật hay tắt?","PASS","40506","3","0","2","0","exposed_for_retry,upstream_error","0","0","391","0","non_discovery_tool_error","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-018","277","cauhoi_phanb","SELinux có được cài trên máy này không?","PASS","47511","3","0","2","0","exposed_for_retry,upstream_error","0","0","330","0","non_discovery_tool_error","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-019","278","cauhoi_phanb","AppArmor profile hiện tại?","PASS","39759","3","0","2","1","exposed_for_retry","1","0","399","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-020","279","cauhoi_phanb","Kiểm tra security tổng quan (firewall + ssh + selinux cùng lúc)","PASS","28417","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-021","280","cauhoi_phanb","Có vấn đề gì không?","PASS","12254","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-022","281","cauhoi_phanb","Có ổn không?","PASS","15837","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-023","282","cauhoi_phanb","Kiểm tra CPU trên localhost","PASS","35278","3","0","2","1","exposed_for_retry","1","0","362","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-024","283","cauhoi_phanb","Xem CPU hiện tại trên localhost","PASS","15163","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-025","284","cauhoi_phanb","Check memory on monitor server","PASS","37868","3","0","2","1","exposed_for_retry","1","0","333","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-026","285","cauhoi_phanb","Check disk on monitor server","PASS","38775","3","0","2","1","exposed_for_retry","1","0","375","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-027","286","cauhoi_phanb","Kiểm tra CPU trên localhost","PASS","47172","3","0","2","1","exposed_for_retry","1","0","342","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_phanb-028","287","cauhoi_phanb","Kiểm tra CPU trên monitor","PASS","11472","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-001","288","cauhoi_v4_adversarial","Kiểm tra CPU trên monitor","PASS","22665","3","0","2","1","exposed_for_retry","1","0","486","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-002","289","cauhoi_v4_adversarial","Còn RAM thì sao?","PASS","40787","3","0","2","1","exposed_for_retry","1","1","549","0","","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-003","290","cauhoi_v4_adversarial","Vậy disk thì thế nào?","PASS","37270","3","0","2","1","exposed_for_retry","1","0","346","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-004","291","cauhoi_v4_adversarial","So với localhost thì máy nào đang tải nặng hơn?","PASS","31166","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-005","292","cauhoi_v4_adversarial","Cái server đó có service nào bị down không?","PASS","57026","3","0","2","1","exposed_for_retry","1","0","364","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-006","293","cauhoi_v4_adversarial","Nãy giờ có gì bất thường không?","PASS","34907","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-007","294","cauhoi_v4_adversarial","Kiểm tra cái đó giúp tôi","PASS","39796","3","0","2","1","exposed_for_retry","1","0","380","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-008","295","cauhoi_v4_adversarial","Xem tình hình thế nào rồi","PASS","44279","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-009","296","cauhoi_v4_adversarial","Cái máy hôm qua bị sao ấy nhỉ","PASS","9421","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-010","297","cauhoi_v4_adversarial","Sửa giúp tôi cái lỗi đó","PASS","49480","3","0","2","0","exposed_for_retry,upstream_error","0","0","472","0","non_discovery_tool_error","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-011","298","cauhoi_v4_adversarial","Nó có ổn không","PASS","40237","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-012","299","cauhoi_v4_adversarial","Update tình hình","PASS","14157","1","0","0","0","","0","0","0","0","no_tool_this_turn","confirmed_issue","F06","Không đọc mới nhưng khẳng định cập nhật/không thay đổi; câu 012 còn kết luận không có sự kiện Zabbix khi suite chưa truy vấn Zabbix."
"cauhoi_v4_adversarial-013","300","cauhoi_v4_adversarial","Không phải CPU, tôi hỏi về RAM","PASS","21815","1","0","0","0","","0","0","0","0","no_tool_this_turn","confirmed_issue","F06","Không đọc mới nhưng khẳng định cập nhật/không thay đổi; câu 012 còn kết luận không có sự kiện Zabbix khi suite chưa truy vấn Zabbix."
"cauhoi_v4_adversarial-014","301","cauhoi_v4_adversarial","Đừng kiểm tra localhost, kiểm tra monitor thôi","PASS","48470","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-015","302","cauhoi_v4_adversarial","Không cần đánh giá gì cả, chỉ cần số liệu thô","PASS","37419","3","0","2","1","exposed_for_retry","1","0","384","0","sourced_without_inline_citation","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-016","303","cauhoi_v4_adversarial","Service nào KHÔNG đang chạy?","PASS","87385","1","0","0","0","","0","1","0","0","no_tool_this_turn;citation_not_from_current_turn","confirmed_issue","F08","Citation visible trỏ system.inspect/memory, không phải bằng chứng service nginx."
"cauhoi_v4_adversarial-017","304","cauhoi_v4_adversarial","Có gì KHÔNG bình thường trong log không?","PASS","12588","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-018","305","cauhoi_v4_adversarial","Tất cả service đều ổn, đúng không?","PASS","8878","1","0","0","0","","0","0","0","0","no_tool_this_turn","targeted_observation","POSITIVE","Có hành vi tích cực được ghi nhận; không phải accepted verdict cho toàn bộ câu trả lời."
"cauhoi_v4_adversarial-019","306","cauhoi_v4_adversarial","Check giúp tui CPU load coi có bị spike không","PASS","14373","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-020","307","cauhoi_v4_adversarial","Server bị lag quá, debug giúp t","PASS","21640","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-021","308","cauhoi_v4_adversarial","Cái service kia bị crash rồi, check log xem sao","PASS","17038","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-022","309","cauhoi_v4_adversarial","RAM đang bị leak hay sao ấy, xem giúp","PASS","80196","1","0","0","0","","0","0","0","0","no_tool_this_turn","targeted_observation","F06","Dùng ngữ cảnh lịch sử; cần phân biệt câu hỏi hồi cứu, độ mới, snapshot và khả năng kết luận sức khỏe/xu hướng."
"cauhoi_v4_adversarial-023","310","cauhoi_v4_adversarial","Deploy xong rồi mà health check fail, coi giúp","PASS","86806","1","0","0","0","","0","0","0","0","no_tool_this_turn","not_semantically_adjudicated","","Đã kiểm tra metadata/flags; chưa gán verdict chất lượng nội dung."
"cauhoi_v4_adversarial-024","311","cauhoi_v4_adversarial","kiem tra cpu","MANUAL_REVIEW","115049","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-025","312","cauhoi_v4_adversarial","ram con bn","MANUAL_REVIEW","115042","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-026","313","cauhoi_v4_adversarial","disk day chua","MANUAL_REVIEW","115040","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-027","314","cauhoi_v4_adversarial","sevice nao bi loi","MANUAL_REVIEW","115051","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-028","315","cauhoi_v4_adversarial","uptme la bao nhieu","MANUAL_REVIEW","115062","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-029","316","cauhoi_v4_adversarial","kernl version?","MANUAL_REVIEW","115063","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-030","317","cauhoi_v4_adversarial","chek network status","MANUAL_REVIEW","115044","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-031","318","cauhoi_v4_adversarial","Kiểm tra CPU, RAM và disk cùng lúc, cái nào đáng lo nhất?","MANUAL_REVIEW","115060","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-032","319","cauhoi_v4_adversarial","So sánh localhost và monitor về mọi mặt: CPU, RAM, disk, network","MANUAL_REVIEW","115060","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-033","320","cauhoi_v4_adversarial","Liệt kê tất cả vấn đề hiện tại theo thứ tự ưu tiên cần xử lý","MANUAL_REVIEW","115062","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-034","321","cauhoi_v4_adversarial","Cho tôi 1 báo cáo tổng hợp đầy đủ về server, càng chi tiết càng tốt","MANUAL_REVIEW","115052","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-035","322","cauhoi_v4_adversarial","Nếu phải chọn 1 thứ để fix trước, bạn chọn gì và tại sao?","MANUAL_REVIEW","115074","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-036","323","cauhoi_v4_adversarial","CPU giờ này hôm qua so với bây giờ thế nào?","MANUAL_REVIEW","115068","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
"cauhoi_v4_adversarial-037","324","cauhoi_v4_adversarial","Từ lúc khởi động tới giờ có sự cố gì không?","MANUAL_REVIEW","115077","0","0","0","0","","0","0","0","0","runtime_incomplete;no_main_loop_diagnostics;latency_over_90s;no_tool_this_turn","runtime_incomplete","F01","Fallback vì request_deadline_exceeded; không có câu trả lời hoàn chỉnh để chứng nhận chất lượng."
